Domain,Timestamp,Response Status,Response Time,RCODE,TTL,Addresses,Error
google.com,1695129407.508,1,111.149,,,[],
google.com,1695129409.138,1,63.008,,,[],
google.com,1695129413.343,1,57.330,,,[],
google.com,1695129417.984,-1,3066.467,,,[],could not convert string to float: ''
google.com,1695129422.432,1,68.569,,,[],
google.com,1695129429.577,1,68.046,,,[],
google.com,1695129430.880,1,51.554,,,[],
google.com,1695129432.347,1,79.333,,,[],
google.com,1695129434.056,1,71.773,,,[],
google.com,1695129435.671,1,62.641,,,[],
google.com,1695129443.121,1,57.431,,,[],
google.com,1695129447.616,1,112.161,,,[],
google.com,1695129458.091,1,52.197,,,[],
google.com,1695129462.671,1,57.541,,,[],
google.com,1695129466.984,1,104.269,,,[],
google.com,1695129468.352,1,69.636,,,[],
google.com,1695129475.557,1,41.201,,,[],
google.com,1695129477.169,1,103.414,,,[],
google.com,1695129478.696,1,126.539,,,[],
google.com,1695129488.923,1,90.553,,,[],
google.com,1695129493.423,1,87.034,,,[],
google.com,1695129494.945,1,85.178,,,[],
google.com,1695129499.666,1,57.771,,,[],
google.com,1695129504.061,1,69.145,,,[],
google.com,1695129514.346,1,86.414,,,[],
google.com,1695129519.037,1,89.277,,,[],
google.com,1695129520.631,1,70.164,,,[],
google.com,1695129522.117,1,93.433,,,[],
google.com,1695129523.480,1,106.633,,,[],
google.com,1695129531.110,1,169.328,,,[],
google.com,1695129532.937,1,113.117,,,[],
google.com,1695129537.583,1,78.678,,,[],
google.com,1695129538.966,1,82.467,,,[],
google.com,1695129540.302,1,83.989,,,[],
google.com,1695129547.700,-1,3045.578,,,[],could not convert string to float: ''
google.com,1695129555.175,-1,3054.599,,,[],could not convert string to float: ''
google.com,1695129559.623,1,53.608,,,[],
google.com,1695129561.076,1,115.871,,,[],
google.com,1695129562.741,1,80.784,,,[],
google.com,1695129567.051,1,67.099,,,[],
google.com,1695129574.414,1,94.396,,,[],
google.com,1695129578.866,1,79.552,,,[],
google.com,1695129583.355,1,85.523,,,[],
google.com,1695129584.657,1,56.204,,,[],
google.com,1695129589.169,1,63.633,,,[],
google.com,1695129590.549,1,130.177,,,[],
google.com,1695129594.985,1,76.601,,,[],
google.com,1695129599.390,1,83.753,,,[],
google.com,1695129605.319,1,79.636,,,[],
google.com,1695129610.122,-1,3047.296,,,[],could not convert string to float: ''
google.com,1695129614.854,1,134.562,,,[],
google.com,1695129616.486,1,81.928,,,[],
google.com,1695129623.728,1,115.576,,,[],
google.com,1695129628.069,1,96.796,,,[],
google.com,1695129629.618,1,160.581,,,[],
google.com,1695129631.261,1,83.246,,,[],
google.com,1695129632.681,1,72.389,,,[],
google.com,1695129637.204,1,73.541,,,[],
google.com,1695129644.673,1,61.512,,,[],
google.com,1695129646.441,1,118.816,,,[],
google.com,1695129654.077,-1,3037.912,,,[],could not convert string to float: ''
google.com,1695129661.473,1,73.708,,,[],
google.com,1695129665.849,1,80.516,,,[],
google.com,1695129667.312,1,95.691,,,[],
google.com,1695129674.672,1,89.447,,,[],
google.com,1695129676.071,1,56.150,,,[],
google.com,1695129680.768,1,151.348,,,[],
google.com,1695129685.386,1,59.552,,,[],
google.com,1695129686.938,1,99.525,,,[],
google.com,1695129688.326,1,95.008,,,[],
google.com,1695129689.991,1,95.852,,,[],
google.com,1695129694.748,1,99.480,,,[],
google.com,1695129699.220,1,98.687,,,[],
google.com,1695129709.535,1,50.238,,,[],
google.com,1695129711.058,1,103.368,,,[],
